sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
0,1.33272892094776,1.58720229038552,1.30776048047696,1.20462332755065,0.667389479966666,0.914539719983188,1.08890138650293,0.918953068748045,1.20828580348513,0.902460341099728,1.08734915532204,0.765362441480404,1.03431281184316,0.949010656218535,1.15664978158355,0.724222070717259,1.08789253879935,0.951388673147175,1.01653954228851,0.981192160934968,1.01145233483707,0.99309220732011,1.09320910851639,1.189627667064
0,1.15768335668295,0.64552060730769,1.34104756990866,1.41414281312294,1.51023601806523,0.865408513355133,0.871472238771739,0.809574970883278,1.18917028894748,0.733836779847188,1.20325142632076,0.942395597586456,1.01078225477357,1.05356174979654,0.97601590831452,0.88114104813447,1.17706838739547,1.0709757065913,1.05221248861125,1.13090915811079,0.968420408645221,1.01188133504471,0.960250793603311,0.95002160536106
0,1.16538352585744,0.826569880352693,1.14351556283341,1.22043485958533,0.722747840231256,0.941498502980153,1.26311685205222,0.802762027329487,1.0359090919697,0.884984073650552,0.887083846406044,0.918499573923221,0.822020450371847,0.97716361593083,0.891692288433893,1.51765024147109,0.5226220864248,1.23460977262538,1.14260691527351,1.08377296191902,1.12518962553902,1.10561213749506,1.02296111107547,1.03894693018816
0,1.17947414256591,1.03579061165053,1.40408708181248,0.745246306199059,1.18240730900414,1.39672706452921,0.969761622691338,0.945189262653708,0.969971496586835,1.18223100785436,0.94523174506792,0.999086012498604,1.53923941851273,1.21829933492082,1.2505150438766,1.14892407603223,0.795374887728287,1.1325567444079,0.971397656812753,0.966062239175545,1.04274729227186,0.890069298390696,0.917550563459745,0.966293546107999
0,1.17668194279916,0.861857164932255,1.02975118058361,1.11150554691109,0.884477226485441,1.17096865707262,1.00429987399462,0.581894701897984,1.08400800097275,1.49855832820505,1.0332277497366,1.35000394048474,0.894992273795127,0.571430226072981,1.05105035179459,0.895914190595,1.04697470548691,0.866318926002902,0.791237034539422,1.19022597436866,1.08835511842308,0.904312435240668,1.04290557170956,0.886144515673067
0,1.27685463254346,1.00609815164996,0.996009971948408,0.70213854580748,0.937169522452695,0.646605963833948,0.764081798015088,0.857108839682672,1.08100198526175,1.32791521472328,1.16245938636878,0.770203125091702,0.931350104989837,1.16280214280674,0.568245237469497,0.951329089121171,0.999503350895941,1.24906435992282,0.930534276966349,0.853591258989891,1.04067345145055,0.927557669967388,0.674579446704859,0.876372115157934
0,1.16635111800131,0.869159706951508,0.978209653341787,1.01096457994277,0.968225548976544,0.840337397889378,0.73485215432792,1.08672877855179,0.790616931569935,0.912853063608176,1.21180528604734,0.841392542785621,1.09511444584576,0.698149948269812,1.09509712992828,1.04459397790977,0.595654094805839,0.550038440480524,1.13883147199636,0.897388947418168,0.742530370953056,0.608657511951785,0.956034685950155,1.02243600057891
0,1.19256407465019,0.908645594169271,0.889711846317925,1.12923797527351,0.967193268229541,1.08590664367645,0.569876064695976,1.00729810791485,0.764727996164492,1.02342276754574,0.553977816515874,0.94276221986817,0.848603641582465,1.23345515068181,1.00291490494312,0.829090362681869,0.987084395799262,1.11331086371421,1.01375684297267,1.24144040931979,1.23739938718054,0.723716935413457,1.14281883540919,1.37796859290864
0,1.1883307943298,0.720594033481898,0.958401241028864,1.26442458890698,0.65799419962388,0.871327696743601,1.20420428169942,1.28182230897094,0.719099139508018,1.04618892031074,1.17608548821146,1.22599798402876,1.51393643399151,1.0757471349007,0.758046630671203,0.852165196143441,1.14141226902621,1.10605243015881,0.98260664212405,0.98841754195782,1.05034599522179,1.00776867723079,1.10662414978298,1.03369731113267
0,1.20734996350757,1.16142988126778,0.897682760487872,1.21720694947109,1.0545713618982,1.0417307443329,0.874791951853548,1.17090004164285,0.962960587543152,0.997134086945274,0.799533505612447,0.966409180510357,0.986211208128583,1.08802166150652,0.996548731779421,0.891471040352188,0.847268887136772,0.857069504890522,1.12832005386514,0.961861792331315,1.28814477773853,1.12076588978238,1.10292586223426,0.230981380644285
0,1.46503426069957,1.28327202587868,0.509832838429887,1.13655402857406,1.43850735412127,1.17896499222739,1.23552265914315,1.05658993325209,0.992047946630126,1.04746655345671,1.17147643311931,1.07366309282739,0.991631726792168,1.00468646747279,0.878510466019604,1.23477897439442,1.015798697079,0.978094747641909,1.00012387486157,0.968449674151037,1.01474373837923,0.95286141554749,0.944158328918402,1.21724766919894
0,1.09148156001111,0.827493068899302,0.964584023842678,1.01903934839511,1.0144697804854,1.0479301695223,0.855369122778687,1.03553475543951,1.11888198499883,1.10484694957803,0.901084220486521,1.04132410283126,1.07747671364905,0.939146686463976,1.0343679724477,0.779900618298917,0.792832187631795,0.734590246567502,1.1635933681528,0.774710194759826,1.17618341896112,1.6485963561818,0.704609865080597,1.33131169138396
1,1.20460261479546,0.94291777365528,1.20495251030941,0.923309350524871,1.15356346367008,0.568646848732411,1.06776852232924,1.50534478986762,1.0455705678094,1.30888122327661,0.765401332538028,1.0254467930105,0.891179708831273,0.77802942537334,1.32924337118478,1.24198992424822,1.19943782934735,1.0657570435927,1.02518663661197,1.08605191213043,1.00430486036911,1.04634857096138,1.01588433114667,1.03974861515693
1,1.25420536531407,0.817569997906048,0.763171860932402,0.683619675356254,1.06268107666274,0.816077237749234,1.34417178078363,0.637028050256888,0.856444715957004,0.750655981263531,0.621434224343087,0.770409265366446,1.19627015858512,0.831297402801378,1.15326873210462,0.76858823337128,1.09366990543179,1.03278494109516,1.00713860668713,1.04093193376206,0.897038261374454,1.05710268576276,1.01102919952799,0.902189111944917
1,1.1883395651992,1.21718912227734,1.20802016370173,0.678560650589831,1.06650598309233,0.841709096977625,0.865474562457358,1.01361472684652,0.707541109094908,0.606428954236763,1.11306346554205,1.51724778467342,0.880143371776939,0.93912684100099,0.903186585219201,0.962354170007586,0.83624206526833,1.01790511398077,0.791399407138435,1.24283685160549,1.06573961943715,1.19657727775193,0.971931636829304,0.997470728031704
1,1.14613536494073,0.787167408396514,0.923455133370429,0.8138690615474,0.842461251904737,1.13609768594071,1.02849019718295,0.969671825859464,0.736605514129619,0.996459889848388,1.52178953672223,0.835850876257631,0.712402559183809,1.1693494603348,1.45293430249404,1.0111002108807,1.18370074621499,1.03374317312288,1.1710673849065,1.03055272157797,1.29415464148234,1.08996376570521,1.02645481980636,0.954116112948943
1,1.23045564235658,0.792849027551728,0.835752070523295,0.758522399319893,0.730041490500943,1.19851836321277,0.818824919409431,1.20830109516318,1.62595565188874,0.658985864947928,0.987036150183191,1.09609025238126,1.09374785909809,0.932279865119721,0.971665332396959,1.13865878965582,1.16212748758856,0.942703645351731,0.994995447232728,1.14673430713516,1.0749068448716,0.871205352758883,0.940178649910398,0.951309455297694
1,1.09492244841405,0.877693761588445,1.01336720955777,1.07455663464479,0.913201920130758,0.9234455096508,1.19927993954226,1.0339438585301,1.04551648453476,1.06267578787141,0.944684860826943,0.92260587077659,0.885510047757663,1.52790634707817,1.08894101392289,1.04505069784883,0.933020516842435,0.538094134007164,0.470476073709868,1.19992774966962,0.804740740153937,1.05082133987246,0.860171137424606,0.972061851798763
1,1.0818531353292,0.887487485473864,1.03934863906961,0.918552765719514,1.04058344164754,1.07552118428802,1.32835081651278,1.19409070030307,1.19185713109352,1.06837416069495,1.00046215128091,1.27950179147332,0.701711611283873,1.17758079809182,1.06193465162365,0.512595532107735,0.672628952408021,1.19098940394295,1.27890459223924,0.948510635704796,0.770897674771527,0.76229062226686,0.930628928425416,0.985375093634364
2,1.1429162314826,0.886650381836676,0.9765546560134,0.814960644596121,1.08309528830583,0.97008400693243,0.865460919716718,0.976722910483284,1.16298019915597,1.11235461561335,1.10596694880375,0.952521842022526,0.975594157999558,1.09378101411265,0.922540116061151,0.991181809952393,0.856544558085734,1.01194704107642,0.891337772408377,0.826766728483711,0.798799571911973,1.2370188843125,1.82172549647352,1.0540906416303
2,1.20330958063841,1.00737751256486,0.927486088337666,1.1908606685172,0.812383148042339,1.23455498467944,0.710543889805586,1.00680239091613,0.833206149674684,0.972243597066237,0.9153722013206,1.04970798406733,0.893571109803313,0.975467781488835,1.15833109326481,1.08849977051548,1.14156812197421,1.30124471496671,0.964398953696954,0.899396626786873,0.345071901625715,1.24559134176062,0.825056508643414,0.866603148347302
2,1.10084257176742,0.931026680667948,1.30783149183297,0.839682440346194,1.03331012894188,1.41528262219712,1.16522160531849,1.23108459793786,0.808397191065776,1.04707816122694,0.957226634693141,0.66375903558888,0.820832940875285,0.807010546857172,0.527592736867174,0.938420907585216,1.14738506575404,0.813890139040581,1.11998001491638,1.25810523629232,0.893030071858139,1.10415783277152,1.02298114585696,0.99454077254061
2,1.08729891107338,0.8508189927862,1.14532322203115,1.05217794014307,1.02766161070494,1.17074813424668,1.08896029829108,1.14070294410766,0.923321660466166,0.800581950077315,0.911093514465201,0.9446482825154,0.791281281881678,0.807970795233475,0.995595027556518,0.9427100319546,1.01431425857781,1.09742956026085,0.492101932973446,0.365001224252136,1.22712785356017,0.843660789734275,0.967140744098888,1.01748120107211
2,1.13220360647056,0.996498908819705,1.20053476604869,0.925862399254964,0.934618104566794,0.953282871566611,1.03572875918015,0.765188512503923,0.92199199749093,0.97129118862723,0.802808529576513,1.33145683119024,0.889326588665821,1.25478234146952,0.879120289608763,1.22499985154368,1.3594373496316,0.643371216455983,1.3838497853558,0.610838721041114,0.951976961030292,0.875349953029979,1.05244715732242,1.01053896940847
